country,issue,month,rate
MD,habitat fragmentation,2018-02,0.0
MC,habitat fragmentation,2018-02,0.0
MN,habitat fragmentation,2018-02,0.0
ME,habitat fragmentation,2018-02,0.0
MS,habitat fragmentation,2018-02,0.0
MA,habitat fragmentation,2018-02,0.0
MZ,habitat fragmentation,2018-02,0.0
MM,habitat fragmentation,2018-02,0.0
NA,habitat fragmentation,2018-02,0.0
NR,habitat fragmentation,2018-02,0.0
NP,habitat fragmentation,2018-02,0.0
NL,habitat fragmentation,2018-02,0.0
NC,habitat fragmentation,2018-02,0.0
NZ,habitat fragmentation,2018-02,0.0
NI,habitat fragmentation,2018-02,0.0
NE,habitat fragmentation,2018-02,0.0
NG,habitat fragmentation,2018-02,0.0
NU,habitat fragmentation,2018-02,0.0
NF,habitat fragmentation,2018-02,0.0
KP,habitat fragmentation,2018-02,0.0
MP,habitat fragmentation,2018-02,0.0
NO,habitat fragmentation,2018-02,0.0
OM,habitat fragmentation,2018-02,0.0
PK,habitat fragmentation,2018-02,0.0
PW,habitat fragmentation,2018-02,0.0
PS,habitat fragmentation,2018-02,0.0
PA,habitat fragmentation,2018-02,0.0
PG,habitat fragmentation,2018-02,0.0
PY,habitat fragmentation,2018-02,0.0
PE,habitat fragmentation,2018-02,0.0
PH,habitat fragmentation,2018-02,0.0
PN,habitat fragmentation,2018-02,0.0
PL,habitat fragmentation,2018-02,0.0
PT,habitat fragmentation,2018-02,0.0
PR,habitat fragmentation,2018-02,0.0
QA,habitat fragmentation,2018-02,0.0
RE,habitat fragmentation,2018-02,0.0
RO,habitat fragmentation,2018-02,0.0
RU,habitat fragmentation,2018-02,0.0
RW,habitat fragmentation,2018-02,0.0
WS,habitat fragmentation,2018-02,0.0
SM,habitat fragmentation,2018-02,0.0
ST,habitat fragmentation,2018-02,0.0
SA,habitat fragmentation,2018-02,0.0
SN,habitat fragmentation,2018-02,0.0
RS,habitat fragmentation,2018-02,0.0
SC,habitat fragmentation,2018-02,0.0
SL,habitat fragmentation,2018-02,0.0
SG,habitat fragmentation,2018-02,0.0
SX,habitat fragmentation,2018-02,0.0
SK,habitat fragmentation,2018-02,0.0
SI,habitat fragmentation,2018-02,0.0
SB,habitat fragmentation,2018-02,0.0
SO,habitat fragmentation,2018-02,0.0
ZA,habitat fragmentation,2018-02,0.0
GS,habitat fragmentation,2018-02,0.0
KR,habitat fragmentation,2018-02,0.0
SS,habitat fragmentation,2018-02,0.0
ES,habitat fragmentation,2018-02,0.0
LK,habitat fragmentation,2018-02,0.0
BL,habitat fragmentation,2018-02,0.0
SH,habitat fragmentation,2018-02,0.0
KN,habitat fragmentation,2018-02,0.0
LC,habitat fragmentation,2018-02,0.0
MF,habitat fragmentation,2018-02,0.0
PM,habitat fragmentation,2018-02,0.0
VC,habitat fragmentation,2018-02,0.0
SD,habitat fragmentation,2018-02,0.0
SR,habitat fragmentation,2018-02,0.0
SJ,habitat fragmentation,2018-02,0.0
SZ,habitat fragmentation,2018-02,0.0
SE,habitat fragmentation,2018-02,0.0
CH,habitat fragmentation,2018-02,0.0
SY,habitat fragmentation,2018-02,0.0
TW,habitat fragmentation,2018-02,0.0
TJ,habitat fragmentation,2018-02,0.0
TZ,habitat fragmentation,2018-02,0.0
TH,habitat fragmentation,2018-02,0.0
TL,habitat fragmentation,2018-02,0.0
TG,habitat fragmentation,2018-02,0.0
TK,habitat fragmentation,2018-02,0.0
TO,habitat fragmentation,2018-02,0.0
TT,habitat fragmentation,2018-02,0.0
TN,habitat fragmentation,2018-02,0.0
TR,habitat fragmentation,2018-02,0.0
TM,habitat fragmentation,2018-02,0.0
TC,habitat fragmentation,2018-02,0.0
TV,habitat fragmentation,2018-02,0.0
VI,habitat fragmentation,2018-02,0.0
UG,habitat fragmentation,2018-02,0.0
UA,habitat fragmentation,2018-02,0.0
AE,habitat fragmentation,2018-02,0.0
GB,habitat fragmentation,2018-02,21.0
UM,habitat fragmentation,2018-02,0.0
UY,habitat fragmentation,2018-02,0.0
UZ,habitat fragmentation,2018-02,0.0
VU,habitat fragmentation,2018-02,0.0
VA,habitat fragmentation,2018-02,0.0
VE,habitat fragmentation,2018-02,0.0
VN,habitat fragmentation,2018-02,0.0
WF,habitat fragmentation,2018-02,0.0
EH,habitat fragmentation,2018-02,0.0
YE,habitat fragmentation,2018-02,0.0
ZM,habitat fragmentation,2018-02,0.0
ZW,habitat fragmentation,2018-02,0.0
AU,invasive species,2018-02,28.0
CA,invasive species,2018-02,41.0
HR,invasive species,2018-02,0.0
FR,invasive species,2018-02,19.0
IN,invasive species,2018-02,9.0
ID,invasive species,2018-02,6.0
JP,invasive species,2018-02,54.0
NZ,invasive species,2018-02,36.0
PH,invasive species,2018-02,25.0
PL,invasive species,2018-02,14.0
PT,invasive species,2018-02,40.0
RU,invasive species,2018-02,2.0
ZA,invasive species,2018-02,39.0
ES,invasive species,2018-02,26.0
CH,invasive species,2018-02,22.0
TR,invasive species,2018-02,0.0
GB,invasive species,2018-02,17.0
US,invasive species,2018-02,63.0
VE,invasive species,2018-02,0.0
AF,invasive species,2018-02,0.0
AX,invasive species,2018-02,0.0
AL,invasive species,2018-02,0.0
DZ,invasive species,2018-02,19.0
AS,invasive species,2018-02,0.0
AD,invasive species,2018-02,0.0
AO,invasive species,2018-02,0.0
AI,invasive species,2018-02,0.0
AG,invasive species,2018-02,0.0
AR,invasive species,2018-02,3.0
AM,invasive species,2018-02,0.0
AW,invasive species,2018-02,0.0
AT,invasive species,2018-02,0.0
AZ,invasive species,2018-02,0.0
BS,invasive species,2018-02,0.0
BH,invasive species,2018-02,0.0
BD,invasive species,2018-02,0.0
BB,invasive species,2018-02,0.0
BY,invasive species,2018-02,0.0
BE,invasive species,2018-02,14.0
BZ,invasive species,2018-02,0.0
BJ,invasive species,2018-02,0.0
BM,invasive species,2018-02,0.0
BT,invasive species,2018-02,0.0
BO,invasive species,2018-02,0.0
BA,invasive species,2018-02,0.0
BW,invasive species,2018-02,0.0
BV,invasive species,2018-02,0.0
BR,invasive species,2018-02,8.0
IO,invasive species,2018-02,0.0
VG,invasive species,2018-02,0.0
BN,invasive species,2018-02,0.0
BG,invasive species,2018-02,0.0
BF,invasive species,2018-02,0.0
BI,invasive species,2018-02,0.0
KH,invasive species,2018-02,0.0
CM,invasive species,2018-02,0.0
CV,invasive species,2018-02,0.0
BQ,invasive species,2018-02,0.0
KY,invasive species,2018-02,0.0
CF,invasive species,2018-02,0.0
TD,invasive species,2018-02,0.0
CL,invasive species,2018-02,0.0
CN,invasive species,2018-02,0.0
CX,invasive species,2018-02,0.0
CC,invasive species,2018-02,0.0
CO,invasive species,2018-02,12.0
KM,invasive species,2018-02,0.0
CG,invasive species,2018-02,0.0
CD,invasive species,2018-02,0.0
CK,invasive species,2018-02,0.0
CR,invasive species,2018-02,0.0
CI,invasive species,2018-02,0.0
CU,invasive species,2018-02,0.0
CW,invasive species,2018-02,0.0
CY,invasive species,2018-02,0.0
CZ,invasive species,2018-02,52.0
DK,invasive species,2018-02,36.0
DJ,invasive species,2018-02,0.0
DM,invasive species,2018-02,0.0
DO,invasive species,2018-02,23.0
EC,invasive species,2018-02,0.0
EG,invasive species,2018-02,0.0
SV,invasive species,2018-02,0.0
GQ,invasive species,2018-02,0.0
ER,invasive species,2018-02,0.0
EE,invasive species,2018-02,0.0
ET,invasive species,2018-02,0.0
FK,invasive species,2018-02,0.0
FO,invasive species,2018-02,0.0
FJ,invasive species,2018-02,0.0
FI,invasive species,2018-02,0.0
GF,invasive species,2018-02,0.0
PF,invasive species,2018-02,0.0
TF,invasive species,2018-02,0.0
GA,invasive species,2018-02,0.0
GM,invasive species,2018-02,0.0
GE,invasive species,2018-02,0.0
DE,invasive species,2018-02,6.0
GH,invasive species,2018-02,0.0
GI,invasive species,2018-02,0.0
GR,invasive species,2018-02,0.0
GL,invasive species,2018-02,0.0
GD,invasive species,2018-02,0.0
GP,invasive species,2018-02,0.0
GU,invasive species,2018-02,0.0
GT,invasive species,2018-02,0.0
GG,invasive species,2018-02,0.0
GN,invasive species,2018-02,0.0
GW,invasive species,2018-02,0.0
GY,invasive species,2018-02,0.0
HT,invasive species,2018-02,0.0
HM,invasive species,2018-02,0.0
HN,invasive species,2018-02,0.0
HK,invasive species,2018-02,0.0
HU,invasive species,2018-02,23.0
IS,invasive species,2018-02,0.0
IR,invasive species,2018-02,0.0
IQ,invasive species,2018-02,0.0
IE,invasive species,2018-02,38.0
IM,invasive species,2018-02,0.0
IL,invasive species,2018-02,26.0
IT,invasive species,2018-02,10.0
JM,invasive species,2018-02,0.0
JE,invasive species,2018-02,0.0
JO,invasive species,2018-02,0.0
KZ,invasive species,2018-02,0.0
KE,invasive species,2018-02,39.0
KI,invasive species,2018-02,0.0
XK,invasive species,2018-02,0.0
KW,invasive species,2018-02,0.0
KG,invasive species,2018-02,0.0
LA,invasive species,2018-02,0.0
LV,invasive species,2018-02,0.0
LB,invasive species,2018-02,42.0
LS,invasive species,2018-02,0.0
LR,invasive species,2018-02,0.0
LY,invasive species,2018-02,0.0
LI,invasive species,2018-02,0.0
LT,invasive species,2018-02,27.0
LU,invasive species,2018-02,0.0
MO,invasive species,2018-02,0.0
MK,invasive species,2018-02,0.0
MG,invasive species,2018-02,0.0
MW,invasive species,2018-02,0.0
MY,invasive species,2018-02,14.0
MV,invasive species,2018-02,0.0
ML,invasive species,2018-02,0.0
MT,invasive species,2018-02,0.0
MH,invasive species,2018-02,0.0
MQ,invasive species,2018-02,0.0
MR,invasive species,2018-02,0.0
MU,invasive species,2018-02,0.0
YT,invasive species,2018-02,0.0
MX,invasive species,2018-02,17.0
FM,invasive species,2018-02,0.0
MD,invasive species,2018-02,0.0
MC,invasive species,2018-02,0.0
MN,invasive species,2018-02,0.0
ME,invasive species,2018-02,0.0
MS,invasive species,2018-02,0.0
MA,invasive species,2018-02,0.0
MZ,invasive species,2018-02,0.0
MM,invasive species,2018-02,0.0
NA,invasive species,2018-02,0.0
NR,invasive species,2018-02,0.0
NP,invasive species,2018-02,100.0
NL,invasive species,2018-02,0.0
NC,invasive species,2018-02,0.0
NI,invasive species,2018-02,0.0
NE,invasive species,2018-02,0.0
NG,invasive species,2018-02,11.0
NU,invasive species,2018-02,0.0
NF,invasive species,2018-02,0.0
KP,invasive species,2018-02,0.0
MP,invasive species,2018-02,0.0
NO,invasive species,2018-02,0.0
OM,invasive species,2018-02,0.0
PK,invasive species,2018-02,0.0
PW,invasive species,2018-02,0.0
PS,invasive species,2018-02,0.0
PA,invasive species,2018-02,0.0
PG,invasive species,2018-02,0.0
PY,invasive species,2018-02,0.0
PE,invasive species,2018-02,0.0
PN,invasive species,2018-02,0.0
PR,invasive species,2018-02,64.0
QA,invasive species,2018-02,0.0
RE,invasive species,2018-02,0.0
RO,invasive species,2018-02,6.0
RW,invasive species,2018-02,0.0
WS,invasive species,2018-02,0.0
SM,invasive species,2018-02,0.0
ST,invasive species,2018-02,0.0
SA,invasive species,2018-02,6.0
SN,invasive species,2018-02,0.0
RS,invasive species,2018-02,0.0
SC,invasive species,2018-02,0.0
SL,invasive species,2018-02,0.0
SG,invasive species,2018-02,15.0
SX,invasive species,2018-02,0.0
SK,invasive species,2018-02,0.0
SI,invasive species,2018-02,0.0
SB,invasive species,2018-02,0.0
SO,invasive species,2018-02,0.0
GS,invasive species,2018-02,0.0
KR,invasive species,2018-02,0.0
SS,invasive species,2018-02,0.0
LK,invasive species,2018-02,34.0
BL,invasive species,2018-02,0.0
SH,invasive species,2018-02,0.0
KN,invasive species,2018-02,0.0
LC,invasive species,2018-02,0.0
MF,invasive species,2018-02,0.0
PM,invasive species,2018-02,0.0
VC,invasive species,2018-02,0.0
SD,invasive species,2018-02,0.0
SR,invasive species,2018-02,0.0
SJ,invasive species,2018-02,0.0
SZ,invasive species,2018-02,0.0
SE,invasive species,2018-02,21.0
SY,invasive species,2018-02,0.0
TW,invasive species,2018-02,4.0
TJ,invasive species,2018-02,0.0
TZ,invasive species,2018-02,0.0
TH,invasive species,2018-02,6.0
TL,invasive species,2018-02,0.0
TG,invasive species,2018-02,0.0
TK,invasive species,2018-02,0.0
TO,invasive species,2018-02,0.0
TT,invasive species,2018-02,0.0
TN,invasive species,2018-02,0.0
TM,invasive species,2018-02,0.0
TC,invasive species,2018-02,0.0
TV,invasive species,2018-02,0.0
VI,invasive species,2018-02,0.0
UG,invasive species,2018-02,0.0
UA,invasive species,2018-02,5.0
AE,invasive species,2018-02,23.0
UM,invasive species,2018-02,0.0
UY,invasive species,2018-02,0.0
UZ,invasive species,2018-02,0.0
VU,invasive species,2018-02,0.0
VA,invasive species,2018-02,0.0
VN,invasive species,2018-02,0.0
WF,invasive species,2018-02,0.0
EH,invasive species,2018-02,0.0
YE,invasive species,2018-02,0.0
ZM,invasive species,2018-02,0.0
ZW,invasive species,2018-02,0.0
AU,keystone species,2018-02,26.0
CA,keystone species,2018-02,24.0
GH,keystone species,2018-02,90.0
IN,keystone species,2018-02,18.0
GB,keystone species,2018-02,5.0
US,keystone species,2018-02,62.0
AF,keystone species,2018-02,0.0
AX,keystone species,2018-02,0.0
AL,keystone species,2018-02,0.0
DZ,keystone species,2018-02,0.0
AS,keystone species,2018-02,0.0
AD,keystone species,2018-02,0.0
AO,keystone species,2018-02,0.0
AI,keystone species,2018-02,0.0
AG,keystone species,2018-02,0.0
AR,keystone species,2018-02,0.0
AM,keystone species,2018-02,0.0
AW,keystone species,2018-02,0.0
AT,keystone species,2018-02,0.0
AZ,keystone species,2018-02,0.0
BS,keystone species,2018-02,0.0
BH,keystone species,2018-02,0.0
BD,keystone species,2018-02,0.0
BB,keystone species,2018-02,0.0
BY,keystone species,2018-02,0.0
BE,keystone species,2018-02,0.0
BZ,keystone species,2018-02,0.0
BJ,keystone species,2018-02,0.0
BM,keystone species,2018-02,0.0
BT,keystone species,2018-02,0.0
BO,keystone species,2018-02,0.0
BA,keystone species,2018-02,0.0
BW,keystone species,2018-02,0.0
BV,keystone species,2018-02,0.0
BR,keystone species,2018-02,2.0
IO,keystone species,2018-02,0.0
VG,keystone species,2018-02,0.0
BN,keystone species,2018-02,0.0
BG,keystone species,2018-02,0.0
BF,keystone species,2018-02,0.0
BI,keystone species,2018-02,0.0
KH,keystone species,2018-02,0.0
CM,keystone species,2018-02,0.0
CV,keystone species,2018-02,0.0
BQ,keystone species,2018-02,0.0
KY,keystone species,2018-02,0.0
CF,keystone species,2018-02,0.0
TD,keystone species,2018-02,0.0
CL,keystone species,2018-02,0.0
CN,keystone species,2018-02,0.0
CX,keystone species,2018-02,0.0
CC,keystone species,2018-02,0.0
CO,keystone species,2018-02,6.0
KM,keystone species,2018-02,0.0
CG,keystone species,2018-02,0.0
CD,keystone species,2018-02,0.0
CK,keystone species,2018-02,0.0
CR,keystone species,2018-02,0.0
CI,keystone species,2018-02,0.0
HR,keystone species,2018-02,0.0
CU,keystone species,2018-02,0.0
CW,keystone species,2018-02,0.0
CY,keystone species,2018-02,0.0
CZ,keystone species,2018-02,0.0
DK,keystone species,2018-02,0.0
DJ,keystone species,2018-02,0.0
DM,keystone species,2018-02,0.0
DO,keystone species,2018-02,0.0
EC,keystone species,2018-02,49.0
EG,keystone species,2018-02,0.0
SV,keystone species,2018-02,0.0
GQ,keystone species,2018-02,0.0
ER,keystone species,2018-02,0.0
EE,keystone species,2018-02,0.0
ET,keystone species,2018-02,0.0
FK,keystone species,2018-02,0.0
FO,keystone species,2018-02,0.0
FJ,keystone species,2018-02,0.0
FI,keystone species,2018-02,17.0
FR,keystone species,2018-02,0.0
GF,keystone species,2018-02,0.0
PF,keystone species,2018-02,0.0
TF,keystone species,2018-02,0.0
GA,keystone species,2018-02,0.0
GM,keystone species,2018-02,0.0
GE,keystone species,2018-02,0.0
DE,keystone species,2018-02,6.0
GI,keystone species,2018-02,0.0
GR,keystone species,2018-02,0.0
GL,keystone species,2018-02,0.0
GD,keystone species,2018-02,0.0
GP,keystone species,2018-02,0.0
GU,keystone species,2018-02,0.0
GT,keystone species,2018-02,0.0
GG,keystone species,2018-02,0.0
GN,keystone species,2018-02,0.0
GW,keystone species,2018-02,0.0
GY,keystone species,2018-02,0.0
HT,keystone species,2018-02,0.0
HM,keystone species,2018-02,0.0
HN,keystone species,2018-02,100.0
HK,keystone species,2018-02,0.0
HU,keystone species,2018-02,0.0
IS,keystone species,2018-02,0.0
ID,keystone species,2018-02,2.0
IR,keystone species,2018-02,0.0
IQ,keystone species,2018-02,0.0
IE,keystone species,2018-02,0.0
IM,keystone species,2018-02,0.0
IL,keystone species,2018-02,0.0
IT,keystone species,2018-02,0.0
JM,keystone species,2018-02,0.0
JP,keystone species,2018-02,9.0
JE,keystone species,2018-02,0.0
JO,keystone species,2018-02,0.0
KZ,keystone species,2018-02,0.0
KE,keystone species,2018-02,0.0
KI,keystone species,2018-02,0.0
XK,keystone species,2018-02,0.0
KW,keystone species,2018-02,0.0
KG,keystone species,2018-02,0.0
LA,keystone species,2018-02,0.0
LV,keystone species,2018-02,0.0
LB,keystone species,2018-02,0.0
LS,keystone species,2018-02,0.0
LR,keystone species,2018-02,0.0
LY,keystone species,2018-02,0.0
LI,keystone species,2018-02,0.0
LT,keystone species,2018-02,0.0
LU,keystone species,2018-02,0.0
MO,keystone species,2018-02,0.0
MK,keystone species,2018-02,0.0
MG,keystone species,2018-02,0.0
MW,keystone species,2018-02,0.0
MY,keystone species,2018-02,19.0
MV,keystone species,2018-02,0.0
ML,keystone species,2018-02,0.0
MT,keystone species,2018-02,0.0
MH,keystone species,2018-02,0.0
MQ,keystone species,2018-02,0.0
MR,keystone species,2018-02,0.0
MU,keystone species,2018-02,0.0
YT,keystone species,2018-02,0.0
MX,keystone species,2018-02,6.0
FM,keystone species,2018-02,0.0
MD,keystone species,2018-02,0.0
MC,keystone species,2018-02,0.0
MN,keystone species,2018-02,0.0
ME,keystone species,2018-02,0.0
MS,keystone species,2018-02,0.0
MA,keystone species,2018-02,0.0
MZ,keystone species,2018-02,0.0
MM,keystone species,2018-02,0.0
NA,keystone species,2018-02,0.0
NR,keystone species,2018-02,0.0
NP,keystone species,2018-02,0.0
NL,keystone species,2018-02,0.0
NC,keystone species,2018-02,0.0
NZ,keystone species,2018-02,22.0
NI,keystone species,2018-02,0.0
NE,keystone species,2018-02,0.0
NG,keystone species,2018-02,39.0
NU,keystone species,2018-02,0.0
NF,keystone species,2018-02,0.0
KP,keystone species,2018-02,0.0
MP,keystone species,2018-02,0.0
NO,keystone species,2018-02,0.0
OM,keystone species,2018-02,0.0
PK,keystone species,2018-02,0.0
PW,keystone species,2018-02,0.0
PS,keystone species,2018-02,0.0
PA,keystone species,2018-02,0.0
PG,keystone species,2018-02,0.0
PY,keystone species,2018-02,0.0
PE,keystone species,2018-02,0.0
PH,keystone species,2018-02,0.0
PN,keystone species,2018-02,0.0
PL,keystone species,2018-02,3.0
PT,keystone species,2018-02,0.0
PR,keystone species,2018-02,0.0
QA,keystone species,2018-02,0.0
RE,keystone species,2018-02,0.0
RO,keystone species,2018-02,0.0
RU,keystone species,2018-02,0.0
RW,keystone species,2018-02,0.0
WS,keystone species,2018-02,0.0
SM,keystone species,2018-02,0.0
ST,keystone species,2018-02,0.0
SA,keystone species,2018-02,0.0
SN,keystone species,2018-02,0.0
RS,keystone species,2018-02,0.0
SC,keystone species,2018-02,0.0
SL,keystone species,2018-02,0.0
SG,keystone species,2018-02,0.0
SX,keystone species,2018-02,0.0
SK,keystone species,2018-02,0.0
SI,keystone species,2018-02,0.0
SB,keystone species,2018-02,0.0
SO,keystone species,2018-02,0.0
ZA,keystone species,2018-02,11.0
GS,keystone species,2018-02,0.0
KR,keystone species,2018-02,0.0
SS,keystone species,2018-02,0.0
ES,keystone species,2018-02,3.0
LK,keystone species,2018-02,0.0
BL,keystone species,2018-02,0.0
SH,keystone species,2018-02,0.0
KN,keystone species,2018-02,0.0
LC,keystone species,2018-02,0.0
MF,keystone species,2018-02,0.0
PM,keystone species,2018-02,0.0
VC,keystone species,2018-02,0.0
SD,keystone species,2018-02,0.0
SR,keystone species,2018-02,0.0
SJ,keystone species,2018-02,0.0
SZ,keystone species,2018-02,0.0
SE,keystone species,2018-02,18.0
CH,keystone species,2018-02,0.0
SY,keystone species,2018-02,0.0
TW,keystone species,2018-02,0.0
TJ,keystone species,2018-02,0.0
TZ,keystone species,2018-02,0.0
TH,keystone species,2018-02,0.0
TL,keystone species,2018-02,0.0
TG,keystone species,2018-02,0.0
TK,keystone species,2018-02,0.0
TO,keystone species,2018-02,0.0
TT,keystone species,2018-02,0.0
TN,keystone species,2018-02,0.0
TR,keystone species,2018-02,20.0
TM,keystone species,2018-02,0.0
TC,keystone species,2018-02,0.0
TV,keystone species,2018-02,0.0
VI,keystone species,2018-02,0.0
UG,keystone species,2018-02,0.0
UA,keystone species,2018-02,0.0
AE,keystone species,2018-02,21.0
UM,keystone species,2018-02,0.0
UY,keystone species,2018-02,0.0
UZ,keystone species,2018-02,0.0
VU,keystone species,2018-02,0.0
VA,keystone species,2018-02,0.0
VE,keystone species,2018-02,0.0
VN,keystone species,2018-02,5.0
WF,keystone species,2018-02,0.0
EH,keystone species,2018-02,0.0
YE,keystone species,2018-02,0.0
ZM,keystone species,2018-02,0.0
ZW,keystone species,2018-02,0.0
FR,natural capital,2018-02,15.0
MX,natural capital,2018-02,34.0
GB,natural capital,2018-02,34.0
US,natural capital,2018-02,16.0
AF,natural capital,2018-02,0.0
AX,natural capital,2018-02,0.0
AL,natural capital,2018-02,0.0
DZ,natural capital,2018-02,0.0
AS,natural capital,2018-02,0.0
AD,natural capital,2018-02,0.0
AO,natural capital,2018-02,0.0
AI,natural capital,2018-02,0.0
AG,natural capital,2018-02,0.0
AR,natural capital,2018-02,0.0
AM,natural capital,2018-02,0.0
AW,natural capital,2018-02,0.0
AU,natural capital,2018-02,13.0
AT,natural capital,2018-02,0.0
AZ,natural capital,2018-02,0.0
BS,natural capital,2018-02,0.0
BH,natural capital,2018-02,0.0
BD,natural capital,2018-02,0.0
BB,natural capital,2018-02,0.0
BY,natural capital,2018-02,0.0
BE,natural capital,2018-02,18.0
BZ,natural capital,2018-02,0.0
BJ,natural capital,2018-02,0.0
BM,natural capital,2018-02,0.0
BT,natural capital,2018-02,0.0
BO,natural capital,2018-02,100.0
BA,natural capital,2018-02,0.0
BW,natural capital,2018-02,0.0
BV,natural capital,2018-02,0.0
BR,natural capital,2018-02,0.0
IO,natural capital,2018-02,0.0
VG,natural capital,2018-02,0.0
BN,natural capital,2018-02,0.0
BG,natural capital,2018-02,0.0
BF,natural capital,2018-02,0.0
BI,natural capital,2018-02,0.0
KH,natural capital,2018-02,0.0
CM,natural capital,2018-02,0.0
CA,natural capital,2018-02,32.0
CV,natural capital,2018-02,0.0
BQ,natural capital,2018-02,0.0
KY,natural capital,2018-02,0.0
CF,natural capital,2018-02,0.0
TD,natural capital,2018-02,0.0
CL,natural capital,2018-02,0.0
CN,natural capital,2018-02,0.0
CX,natural capital,2018-02,0.0
CC,natural capital,2018-02,0.0
CO,natural capital,2018-02,33.0
KM,natural capital,2018-02,0.0
CG,natural capital,2018-02,0.0
CD,natural capital,2018-02,0.0
CK,natural capital,2018-02,0.0
CR,natural capital,2018-02,0.0
CI,natural capital,2018-02,0.0
HR,natural capital,2018-02,0.0
CU,natural capital,2018-02,0.0
CW,natural capital,2018-02,0.0
CY,natural capital,2018-02,0.0
CZ,natural capital,2018-02,0.0
DK,natural capital,2018-02,57.0
DJ,natural capital,2018-02,0.0
DM,natural capital,2018-02,0.0
DO,natural capital,2018-02,0.0
EC,natural capital,2018-02,0.0
EG,natural capital,2018-02,0.0
SV,natural capital,2018-02,0.0
GQ,natural capital,2018-02,0.0
ER,natural capital,2018-02,0.0
EE,natural capital,2018-02,0.0
ET,natural capital,2018-02,0.0
FK,natural capital,2018-02,0.0
FO,natural capital,2018-02,0.0
FJ,natural capital,2018-02,0.0
FI,natural capital,2018-02,0.0
GF,natural capital,2018-02,0.0
PF,natural capital,2018-02,0.0
TF,natural capital,2018-02,0.0
GA,natural capital,2018-02,0.0
GM,natural capital,2018-02,0.0
GE,natural capital,2018-02,0.0
DE,natural capital,2018-02,5.0
GH,natural capital,2018-02,0.0
GI,natural capital,2018-02,0.0
GR,natural capital,2018-02,0.0
GL,natural capital,2018-02,0.0
GD,natural capital,2018-02,0.0
GP,natural capital,2018-02,0.0
GU,natural capital,2018-02,0.0
GT,natural capital,2018-02,0.0
GG,natural capital,2018-02,0.0
GN,natural capital,2018-02,0.0
GW,natural capital,2018-02,0.0
GY,natural capital,2018-02,0.0
HT,natural capital,2018-02,0.0
HM,natural capital,2018-02,0.0
HN,natural capital,2018-02,0.0
HK,natural capital,2018-02,0.0
HU,natural capital,2018-02,0.0
IS,natural capital,2018-02,0.0
IN,natural capital,2018-02,13.0
ID,natural capital,2018-02,8.0
IR,natural capital,2018-02,0.0
IQ,natural capital,2018-02,0.0
IE,natural capital,2018-02,33.0
IM,natural capital,2018-02,0.0
IL,natural capital,2018-02,0.0
IT,natural capital,2018-02,0.0
JM,natural capital,2018-02,0.0
JP,natural capital,2018-02,5.0
JE,natural capital,2018-02,0.0
JO,natural capital,2018-02,0.0
KZ,natural capital,2018-02,0.0
KE,natural capital,2018-02,62.0
KI,natural capital,2018-02,0.0
XK,natural capital,2018-02,0.0
KW,natural capital,2018-02,0.0
KG,natural capital,2018-02,0.0
LA,natural capital,2018-02,0.0
LV,natural capital,2018-02,0.0
LB,natural capital,2018-02,0.0
LS,natural capital,2018-02,0.0
LR,natural capital,2018-02,0.0
LY,natural capital,2018-02,0.0
LI,natural capital,2018-02,0.0
LT,natural capital,2018-02,0.0
LU,natural capital,2018-02,0.0
MO,natural capital,2018-02,0.0
MK,natural capital,2018-02,0.0
MG,natural capital,2018-02,0.0
MW,natural capital,2018-02,0.0
MY,natural capital,2018-02,0.0
MV,natural capital,2018-02,0.0
ML,natural capital,2018-02,0.0
MT,natural capital,2018-02,0.0
MH,natural capital,2018-02,0.0
MQ,natural capital,2018-02,0.0
MR,natural capital,2018-02,0.0
MU,natural capital,2018-02,0.0
YT,natural capital,2018-02,0.0
FM,natural capital,2018-02,0.0
MD,natural capital,2018-02,0.0
MC,natural capital,2018-02,0.0
MN,natural capital,2018-02,0.0
ME,natural capital,2018-02,0.0
MS,natural capital,2018-02,0.0
MA,natural capital,2018-02,0.0
MZ,natural capital,2018-02,0.0
MM,natural capital,2018-02,0.0
NA,natural capital,2018-02,0.0
NR,natural capital,2018-02,0.0
NP,natural capital,2018-02,0.0
NL,natural capital,2018-02,27.0
NC,natural capital,2018-02,0.0
NZ,natural capital,2018-02,0.0
NI,natural capital,2018-02,0.0
NE,natural capital,2018-02,0.0
NG,natural capital,2018-02,0.0
NU,natural capital,2018-02,0.0
NF,natural capital,2018-02,0.0
KP,natural capital,2018-02,0.0
MP,natural capital,2018-02,0.0
NO,natural capital,2018-02,34.0
OM,natural capital,2018-02,0.0
PK,natural capital,2018-02,0.0
PW,natural capital,2018-02,0.0
PS,natural capital,2018-02,0.0
PA,natural capital,2018-02,0.0
PG,natural capital,2018-02,0.0
PY,natural capital,2018-02,0.0
PE,natural capital,2018-02,0.0
PH,natural capital,2018-02,59.0
PN,natural capital,2018-02,0.0
PL,natural capital,2018-02,0.0
PT,natural capital,2018-02,0.0
PR,natural capital,2018-02,0.0
QA,natural capital,2018-02,0.0
RE,natural capital,2018-02,0.0
RO,natural capital,2018-02,0.0
RU,natural capital,2018-02,0.0
RW,natural capital,2018-02,0.0
WS,natural capital,2018-02,0.0
SM,natural capital,2018-02,0.0
ST,natural capital,2018-02,0.0
SA,natural capital,2018-02,0.0
SN,natural capital,2018-02,0.0
RS,natural capital,2018-02,0.0
